row,tid,title,artist
40092,TRGQQZK128F42AD93B,Le Cerf Malade,My Dying Bride
13030,TRHQNLO128F4298B6B,A Great Day For Freedom,Pink Floyd
36089,TRWIFLY128F9344734,I Am Vengeance, I Am The Night,Don't Mess with Texas
46242,TRVFLFE128F422496F,Sweetness Dies,October Tide
30487,TRDYGGT12903CFBD3D,Regen en patchoulli,Spinvis
40817,TRTNLFT128F92D94BD,With The Notes In My Ears,Peter Broderick
29776,TRFQYSP128F9335636,Long Goodnight,The Get Up Kids
18403,TRMUAWT128F4273925,Pas Toi,Jean-Jacques Goldman
12220,TRHSKNP128F932B6BC,Funeral Song,Laura Gibson
22028,TRAHIJF12903CBF7CD,Say Hello, Wave Goodbye,Soft Cell
14647,TRXGZQI128F933AD8E,En La Ciudad De La Furia,Soda Stereo
43607,TRQFYAU128E079125A,The Queen And The Soldier,Suzanne Vega
24970,TRBTMXC128F93462EA,Leader Of The Pack,The Shangri-Las
11747,TRHMMXW128F42BC1E5,Hundred,The Fray
30196,TRDHUTW128F427199F,If You're Not Scared,K's Choice
462,TRJGPFE12903CF8D20,Song of the Sea,Tunng
7223,TRCQHMO128F92EC48C,Kimbie,Jackson C. Frank
34128,TRLGAIM128E0793D64,Stone Cold,Rainbow
42493,TRKPHSK128F4265B8D,Watch T.V.,Rasputina
3732,TRPYHYV12903C9CC02,Winter Spring Summer Fall,The Postmarks
26650,TRNTUGP128F425B684,The New Sane Scramble,Jana Hunter
2667,TRNUALI128F933A824,Ivy Parker,Boy Kill Boy
44958,TRUDOZJ128F42BA3C6,I Ran All the Way Home,Black Box Recorder
16682,TROVBWW12903CAB64C,I Hope You Find It,Miley Cyrus
19412,TRRDXOM12903CC81E1,The View,Gentle Touch
40954,TRTDHEY12903CDF938,Crossroads,Frozen Plasma
10853,TRIGYJQ128F9322C76,Come In With The Rain,Taylor Swift
33626,TRLNYQT12903CB8E9D,A Quiet Life,Röyksopp
11867,TRHRZEA128F422BC5F,Luce (Tramonti A Nord Est),Elisa
8685,TRJLMZG12903CF8A59,Alles kann besser werden,Xavier Naidoo
34391,TRLUVFK128F9336B73,Daddy,The Maytals
44381,TRUIFXP128E07864C8,One Of These Days,Doves
8908,TRJZODT128F4248040,Melody,Sharleen Spiteri
14916,TRXUDVU128E078965A,Overtime,Lucinda Williams
5027,TRUAEIS128F934A537,Still Life,Desiderii Marginis
1165,TRXWGUV128F931D23E,Entre Nous,Chimène Badi
38118,TRZFPUI128F147A02A,Love Like Winter,AFI
12097,TRHNOJQ128F42456E8,Enough,Cat Power
3219,TRDGCLW128F42BA6AA,Please Stay (Once You Go Away),The Twilight Singers
30323,TRDMIOF128EF3570D5,It Would Be You,Gary Allan
15714,TROBTVB128F9312AAA,Smells Like Teen Spirit,Nirvana
31479,TRDVSCH128F931B5E0,Hand in Glove,The Smiths
42263,TRKSSKL128F422AD5F,Don't Tell A Soul,Katatonia
12764,TRHZZLQ12903D09EE5,The cost of resistance,Xploding Plastix
17915,TRMPBVC128F14A77C7,Arcadians,Sivert Høyem
17917,TRMPSHV128E0791E5A,L.A.,Elliott Smith
7133,TRCKIRN12903CB0C33,Hedonism,Skunk Anansie
20273,TRYICHQ128F422B031,The Ice Is Getting Thinner,Death Cab For Cutie
34638,TRPHRMB128F428A361,Independence Day,Martina McBride
39368,TRGNBQZ128F930C1B8,Love You to Death,Kamelot
19078,TRRYZKL128F9300ABF,Daedalus,Thrice
24939,TRBGQMA128F9316ADD,Strung Out Again,Elliott Smith
27644,TRSFPLS128F930FE7F,Masquerade,Clan of Xymox
23225,TRATSNX128F149784D,Only For You,Jay-Jay Johanson
42611,TRKZZET128F429845F,Christiania,Kaizers Orchestra
