row,tid,title,artist
22849,TRAEVHJ128F42599B8,London's Burning,The Clash
32402,TREEXAM128F4269774,Bullets from Hell,Destruction
23667,TRBJQZU12903CE4487,Wasted,Black Flag
12869,TRHTRZA128F934B95F,Send The Death Storm,The Red Chord
32163,TRENCXQ128E0798937,Caught In A Mosh,Anthrax
33470,TRLYEPJ128F934AD60,Who's To Blame,Sacred Reich
9873,TRIMEZB128F428B747,Skinwalkers,12 Step Rebels
46304,TRVDWZJ128F1497CC2,The Past Is a Grotesque Animal,of Montreal
37170,TRWTZLE128F93326EB,Breaking the Back,Million Dead
16073,TROLAQR128F934B394,Thy Horror Cosmic,The Black Dahlia Murder
15831,TROSQUW128F4291BDA,Smashing the Antiu,Nile
2616,TRNWORV12903D01B1A,Windfall,Boxcutter
44582,TRUMOST128F1492938,20 Eyes,Misfits
15619,TROAEOI128F42915B2,Oval Shaped Incisions,Despised Icon
31705,TREHXFG128F1492941,Violent World,Misfits
12086,TRHNIBU12903CA55FF,Back 2 Basics,Paul Blackford
44280,TRUCSEI128F148C01C,Shifftee,Onyx
37182,TRWTQVX128F428A290,I Am a Revenant,The Distillers
44217,TRQVOOD128F932737C,Decay,Rotten Sound
46500,TRVZCHT128F4257D5A,Yuppie Cadillac,Jello Biafra with the Melvins
11118,TRIUJNO12903CDD5E9,Godpuppet,The Haunted
36569,TRWBWOL128F92ED288,Nur Ihr Allein,In Extremo
11469,TRHIWVK128F92F2FDB,Needled 24/7,Children of Bodom
28390,TRFCBPZ128F42689C0,Motorskill,16Volt
14808,TRXKQGN128F933E062,Sortajan Kaipuu,Ajattara
14786,TRXKLKS128EF3495DF,Spiral,Godsmack
39223,TRGYLOK12903CFA4DB,It's My Life,The Animals
39415,TRGSRSH128F14A14F3,Neurotica,Meshuggah
1563,TRMDDDG12903CB7319,Giga Dance,Deerhoof
20387,TRYHEDI128F426B1C2,Shroud of Urine,Exodus
36630,TRWNQMO128F426A776,The Dragon Lies Bleeding,HammerFall
34980,TRPYUSW128F42537D3,When The Dead Walk The Earth,Gorefest
6349,TRCSINE12903D0815A,Everglade,L7
20170,TRYCSJW12903D097A9,Shake Appeal,The Stooges
43167,TRQXNZK12903CC81A7,Knock Knock,The Hives
45088,TRULZJB128F4291EC4,Do Somethin',Britney Spears
21237,TRYPRAE12903CECC04,Rebel Yell,The Dillinger Escape Plan
3515,TRLBHVY128F4242C31,Stabat mater dolorosa,Anorexia Nervosa
35103,TRPNIOO128F42663FD,This Spiteful Snake,Meshuggah
1825,TRRZSME128F42A7A9A,Get Your Guns,Nine Black Alps
27846,TRSPYAK128F4291022,Creed of the Infidel,Suffocation
9446,TRICLYT128F428B835,Plastic Bomb,Poison Idea
21784,TRYVSFE128EF3432FA,Bunk Trunk Skunk,Be Your Own Pet
27785,TRSLJPC128F92D5414,Der Meister,Rammstein
6047,TRCYAYD128F92F3758,Why You Wanna Trip On Me,Michael Jackson
22175,TRAOPEU128F426AD51,Shovel Headed Kill Machine,Exodus
20349,TRYHIYR128F42926B4,Antidote,The Hives
