row,tid,title,artist
34927,TRPYOZD12903CCF33D,Without A Song,Frank Sinatra
37743,TRZMDKX128F4285C1F,Farewell,Yanni
19511,TRREPVY128F42335DA,Quiet Nights Of Quiet Stars,Queen Latifah
44623,TRURIYJ12903CB50FA,Sex Toyz,BrokeNCYDE
10645,TRIPNPP128F1468C8A,It's A Miracle,Culture Club
43866,TRQWMGZ12903CF5E5E,II. Largo,Antonín Dvořák
25666,TRNMPDG128F14A035B,I Don't Wanna Stop,ATB
26743,TRNQFJJ128F149DCC6,End Of The Line,Nina Simone
20588,TRYRXDM128F92D42C4,It Seems Like You're Ready,R. Kelly
10310,TRISPVF128EF3493A1,Lost In Love,Air Supply
36757,TRWDAPP12903CDF6A5,Quand on a que l'amour,Jacques Brel
14798,TRXKGDQ128E078F653,This Very Moment,K-Ci & JoJo
17120,TRMOTFF12903CD9E2E,We Shall Dance,Demis Roussos
27827,TRSLTIP128F145894C,Wishful Thinking,China Crisis
22874,TRALYCU128F42A3CF3,A Nightingale Sang In Berkeley Square,Rod Stewart
19681,TRRWDIE12903CAC108,Fool If You Think It's Over,Elkie Brooks
28556,TRFHMTA128F4264169,All I Have To Give,Backstreet Boys
16435,TROTQWQ128F428ED33,Utsukushii Shibuya,Ozma
22925,TRAPJXG128F9304EB0,I Don't Care If The Sun Don't Shine,Elvis Presley
16244,TROZCHG128F931CB6F,Ecstasy,Jeff Kashiwa
34586,TRPILMO128F14B023A,Ready For Love,Cascada
45878,TRVMOHD128F93395F8,Julho De 83,Nenhum de Nós
2523,TRNOPUE128F9310D26,Panis Angelicus,José Carreras
9943,TRIRNEU128F92FD9D2,Let's Wait Awhile,Janet Jackson
2237,TRAPFLT128EF356B9F,I Left My Heart In San Francisco,Julie London
21895,TRAJMBU128F149332A,Dream A Little Dream,Laura Fygi
12141,TRHNZPF128F42668FE,Copperline,James Taylor
34382,TRLUKKL128F4284EEA,A Woman's Worth,Alicia Keys
31089,TRDZCSE128F1486811,Acontece,Cartola
44426,TRUHARB128E078D3D5,Why Can't It Wait 'Til Morning,Phil Collins
25824,TRNYQSX128E07829D7,Shame,Depeche Mode
39421,TRGSYXN128F92FE7F1,Unchained Melody,Les Baxter
2979,TRFSXYB128F4265A00,Afterimage,Chris Spheeris
22228,TRAMANX128F422B9D1,Baby Come Back,Player
42790,TRKQXQE12903CEBEBF,I'm In Love Again,April Stevens
20970,TRYFYAW12903CF9F5B,Move Over Darling,Doris Day
