row,tid,title,artist
11252,TRIVKIP128F92E5271,Das alles wär nie passiert,Annett Louisan
11209,TRIVRQC128F428ABE3,Carnaval Toda La Vida,Los Fabulosos Cadillacs
31226,TRDTICM128F1469F3C,Camino De La Vida,Sergent Garcia
14391,TRXLVNO12903CE6A82,So Far So Great,Demi Lovato
794,TRHHINL12903CE92C4,Music Music Music,Teresa Brewer
36338,TRWMTXU12903CC9994,When The Sun Comes Down,Incognito
32485,TRELLQK128F147AD94,Bei Mir Bist Du Schön,The Puppini Sisters
33937,TRLLQTP128F933A35D,My Love,Billie the Vision & The Dancers
5109,TRUGRTZ12903CDEAA1,Kom igen kommissarien,Slagsmålsklubben
33905,TRLLBYS12903CB653D,Pirate Jet,Gorillaz
15671,TROBMEZ128F1486E03,I Can't Wait,Sleepy Brown
26072,TRNFIKK128EF350B92,Rock Show,Peaches
17417,TRMAUAW128F426E54C,Fair Weather Friends,Daedelus
2655,TRNKQOK128F9306223,Sometimes It's a Bitch,Stevie Nicks
34451,TRLVVIJ128F4271EAB,Distinto, diferente,Afro Cuban All Stars
1070,TRXRAQB128F92F8EE5,The Tide Is High,The Paragons
22936,TRAPXEN12903CFFF82,All I Wanna Do,The School
7075,TRCTNRL128F4287DA1,So Emotional,Whitney Houston
17477,TRMBVWS128F428382F,Bummer in the Summer,Love
23841,TRBXRKE128F9300D63,I Hear You Knocking,Smiley Lewis
4691,TRKPLKI128F930D0BF,Express Yourself,Charles Wright
40980,TRTDLOB12903CEDDB1,Daylight,For Against
27852,TRSPNNK128E07958ED,Allo Paris,Mano Solo
