row,tid,title,artist
39615,TRGELIA128F426FE3A,School Day (Ring! Ring! Goes The Bell),Chuck Berry
1197,TRXUCBX128F4273B1A,Another Day,Whigfield
39760,TRGWBZG128F42392D5,Hearts,Yes
15866,TROFSHD128F147155D,Chinese Checkers,Booker T. & The MG's
29788,TRFQDVV128E0788276,Non Sofre Santa Maria,Estampie
22247,TRAMLMB128F424A067,Rocket '88',Jackie Brenston and His Delta Cats
24388,TRBSBBC128F9328DBF,Just Might (Make Me Believe),Sugarland
25376,TRNJWOS128F92CC833,Suliman,Infected Mushroom
34462,TRPCXPP128F423A3E3,Give Me Anything,The Maine
10930,TRITNGC128F14845BD,Shining Light,Ash
2367,TRBYRHD128F42823F3,Hollywood,Los Lonely Boys
7722,TRJHUTX128F42AC07A,Hungarian Astronaut,Anima Sound System
28427,TRFJHXC128F93068BE,Cheyenne anthem,Kansas
176,TRCEEDM128F42BA68C,Hyperballad,The Twilight Singers
40206,TRGVKJT128F92EC0AF,Harborcoat,R.E.M.
27477,TRSBLJN128F42598DE,Near You,Teenage Fanclub
9634,TRIHFWK128F428BA88,Sounds of the City,The Bouncing Souls
29465,TRFWHVW128F422BE83,I Swallowed A Dragonfly,Heartless Bastards
30459,TRDYYHO128F1464F2C,Happy People,Yazoo
2283,TRAQBFD128F14917E3,Entre Nous,Rush
44554,TRUOTFZ12903CF15A5,Children Go Where I Send You,Nina Simone
4442,TRTMUCX128F1489571,Never Stop,Echo & The Bunnymen
32294,TREFRVX128F92F3C20,Love Never Fails,Brandon Heath
38895,TRGIDWA128F9318C05,I Can't Drive 55,Sammy Hagar
4609,TRKXIEQ128F4298EE2,Live In A Hiding Place,Idlewild
14905,TRXUNFS128F14A894E,These Are The Days,Sugarland
14654,TRXGTTW128F428BA87,So Jersey,The Bouncing Souls
3634,TRLUZIL128F9306213,Jesus Hits Like the Atom Bomb,The Pilgrim Travelers
7937,TRJMLWI12903CE4544,Gitana,Shakira
9048,TRJTXFT128F933A6ED,Fanky,Charly García
25349,TRNJRLI128F428EEEA,God Has Not 4got,Tonéx
11227,TRIVDJG128F42565E5,King Of The Hill,Minutemen
2096,TRAIFLK128F930A9CD,In the Upper Room,Mahalia Jackson
33717,TRLSKPK128F42934E0,Good Fashion,Sage Francis
35928,TRPVKQM128F932BE00,Hurricane Drunk,Florence + The Machine
202,TRCWSKH128F932D953,Two Hands and Ten Fingers,Last Days of April
6393,TRCSQGQ12903CDDF8F,Africa,Karl Wolf
30826,TRDDRQC128F4236C7C,Sin's a Good Man's Brother,Gov't Mule
38470,TRZZTIY128F145B9A7,Nobody's Hero,Stiff Little Fingers
1759,TRRSHTJ128F4286CE0,Kindred Spirits,Liquid Tension Experiment
35454,TRPPRLG128F9344659,Malibu Beach Nightmare,Hanoi Rocks
2512,TRNXALC128F9337BEA,For You,Solvent
34255,TRLKZGJ128F42536B5,Ordinary Life,Liquido
4046,TRZMJCU128F92E2707,Who Threw The Whiskey In The Well,Wynonie Harris
19024,TRRRWPT128F9313660,I Understand,Smokie Norful
