row,tid,title,artist
24824,TRBWVVO128E0781195,The Star Spangled Banner,Jimi Hendrix
6305,TRCNBZT128F14910A5,Used For Glue,Rival Schools
44086,TRQQHNO128F428B7CF,Liza and Louise,NOFX
8113,TRJYVLJ128E0781F32,Come On,The Verve
26494,TRNZWGO128E07815D9,Real A Lie,Auf der Maur
39219,TRGYDLR128EF35F4FA,Crystal Wrists,Peter Murphy
8131,TRJAOTA12903D0191D,Escape Me,Tiësto
13797,TRXYAPX128F9331D02,Blitzkrieg,Metallica
13604,TRXOAMW128F4291F4A,New found pain,Dew-Scented
7411,TRCVEBB128F4226199,Fire,Jimi Hendrix
34011,TRLWMIW12903CE1791,I Got Mine,The Black Keys
9358,TRJVNJR128F427FF36,Sworn To A Great Divide,Soilwork
10731,TRIWPTC128F146D789,Thank You For The Venom (Live Version) (MTV2 2...,My Chemical Romance
20754,TRYATXG128F4274EE1,Kill Each Other/Live Forever,Scars On Broadway
11785,TRHMGBX128F4259532,Umbrella,Vanilla Sky
5250,TRVDHUM128F42672B1,If You Let Me Stay,Terence Trent D'arby
27509,TRSNHAD128F426A69B,Slaughtervain,Dew-Scented
30750,TRDSUFU128F933DCD0,Too Much,Pepper
1849,TRRTQXK12903CFB902,America,The Nice
