row,tid,title,artist
19699,TRRWUUZ128F42B5EDE,Bushes And Briars,Sandy Denny
32716,TREGKSP128F92F57B2,Beyond Time,Karunesh
19621,TRRPFRW128F4285A26,Curiosidade,Tom Zé
8355,TRJSXQO128F4225A84,What Are You Looking For,Sick Puppies
32751,TRETFMF128F93279B8,Terminal,Antimatter
20976,TRYFBJK12903CD9523,I Didn't Mean To Turn You On,Robert Palmer
3337,TREAWNI128F4258268,Silver Birch Solstice,Boxcutter
8592,TRJEJAU12903D04BA4,Something Cool,June Christy
14483,TRXWFNB128F92C7017,Oh, La,Ra Ra Riot
36904,TRWLLTA128F9332A69,Tyranny,Fursaxa
35717,TRPKJON128F92F86E0,Stop By Anytime,Devon Sproule
45042,TRUEUOW128F93406AF,Kuula,Lau Nau
36234,TRWOADB128E078B7BE,Galbi,Ofra Haza
39061,TRGOFQY128F425D04D,Lake Mansarowar,Music from the World of Osho
46076,TRVBIFE128F424DA9A,Babydoctor,Sleepytime Gorilla Museum
24677,TRBLLEI128F932948C,Zablejalo Mi Agance,Stellamara
30117,TRDISQN128F42907C0,Upside Down Frown,They Might Be Giants
19896,TRRKHBM128F92E974B,Into The Trees (Serenetti Part 3),Trentemøller
40245,TRTCEHM128E078637A,The Beautiful Sea,Hem
45007,TRUEXRD12903CE9E9F,Labiomancy,Hash Jar Tempo
5488,TRCJGXL128F9334FBC,Cover Me,Candlebox
21827,TRACHHV128F932357F,Setting Sun,Howling Bells
15764,TRONWJG128F427F064,Teach Me Sweetheart,The Fiery Furnaces
33698,TRLSEWB128F931FC2F,Canon and Gigue in D major,Johann Pachelbel
46300,TRVDLQL128F9310EA5,Still Life Ahead,Sambassadeur
9187,TRJQOBN128F147BFDA,Don't Make Me Cry,Djivan Gasparyan
31437,TRDUPDB128F424D66C,If I Could Cry (It Would Feel Like This),Jens Lekman
6001,TRCRKLT128F4264EB1,Jesus Christ the Apple Tree,Elizabeth Poston
18626,TRRJZDI128F92F8F41,2nd Foot Stomp,Clinic
6667,TRCLXYD128F92E2849,Persephone,Wishbone Ash
30261,TRDOJPR128F9336CA4,The Bitter End,Blind Pilot
41527,TRTUFMK12903D0EDB4,On My Feet,Eels
5291,TRVZHKY128F92DE546,Pipeline,The Alan Parsons Project
138,TRCSKFJ12903C9CC0C,You Drift Away,The Postmarks
32633,TREZJIV128F42B7C90,L'Alizé,Alizée
16436,TROTUJX128F4284CBE,As For Us,Fernando Ortega
18929,TRRMYXQ128F932A59C,Mr. Amateur,Midlake
12841,TRHGKXI128F92E05AF,King Friday,Songs of Green Pheasant
32879,TREUCLM128F4243456,Old Fools,The Magnetic Fields
5195,TRVRFCS128F428B9E5,Hold On, Hold On,Neko Case
2722,TRSXGBE128F92DCE29,The Sea,Van She
45375,TRUKFQK12903D0811B,End Times,Eels
14293,TRXEWSI128F933F0B0,A Quiet Walk,Agitation Free
18107,TRMGIBH128F92DF205,How Distant Your Heart,Robin Guthrie & Harold Budd
26675,TRNKNBL128F92CBBD9,Il mondo insieme a te,Max Pezzali
9145,TRJKWHO12903CC8176,Blue Motorbike,Moto Boy
38675,TRZQGXL128F426CD2C,The Buffalo Skinners,Ramblin' Jack Elliott
17203,TRMMVOP128F424793A,Thru' Your Heart,The Pastels
19761,TRRZVSV128EF363659,Jerusalem (part 2),Kroke
7982,TRJRMMB128F9336C93,One Red Thread,Blind Pilot
26794,TRNUFJZ128F146AFF4,Runaway,Rick Wright
29518,TRFZJLT128F92CEE5F,Swingin Party,The Replacements
12984,TRHKGNM128F147BB5E,You And Your Sister,Chris Bell
38934,TRGHOSB128F147872A,Tarantola D'Africa,Tiziano Ferro
